method,path_depth,has_auth,status_code,response_ms,hour,is_admin_path,is_debug_path,is_error,bola_suspected,label_id,label_name
1,1,0,400,103.889,0,0,0,1,0,5,sql_injection
0,2,1,200,88.078,18,0,0,0,0,0,normal
0,2,1,403,49.963,7,0,0,0,1,1,bola
0,3,1,201,195.282,21,0,0,0,0,0,normal
0,1,1,400,69.89,18,0,0,1,0,0,normal
1,3,1,200,32.711,15,0,0,0,0,0,normal
1,3,1,200,2.667,10,0,0,0,0,0,normal
1,2,0,401,93.862,20,0,0,1,0,2,jwt_bypass
0,3,1,200,27.782,19,0,0,0,1,1,bola
0,3,0,200,254.083,23,0,0,0,0,0,normal
3,1,1,200,63.332,2,0,0,0,0,0,normal
0,3,1,403,194.968,13,0,0,0,1,1,bola
0,3,0,403,92.803,8,1,0,1,0,3,admin_access
0,3,1,200,125.439,14,0,0,0,0,0,normal
0,4,1,200,83.07,7,0,0,0,0,0,normal
0,3,1,200,229.409,17,0,0,0,0,0,normal
1,4,1,400,106.765,16,0,0,1,0,0,normal
1,2,0,401,5.562,8,0,0,1,0,6,rate_abuse
0,2,1,200,32.157,17,0,0,0,0,0,normal
0,2,0,200,61.704,19,0,1,0,0,4,debug_access
0,3,1,403,32.615,19,0,0,0,1,1,bola
0,4,1,200,50.18,9,0,0,0,0,0,normal
0,3,1,200,112.239,17,0,0,0,1,1,bola
1,2,0,200,21.528,13,0,0,1,0,2,jwt_bypass
1,2,0,200,126.835,19,0,0,0,0,0,normal
1,3,1,200,45.923,4,0,0,0,0,0,normal
0,4,1,200,0.793,5,0,0,0,0,0,normal
3,1,1,200,55.44,9,0,0,0,0,0,normal
1,1,0,200,261.982,7,0,0,0,0,0,normal
0,3,1,200,6.509,10,0,0,0,0,0,normal
0,3,1,201,129.397,7,0,0,0,0,0,normal
3,2,1,400,208.287,23,0,0,1,0,0,normal
0,6,1,400,66.064,8,0,0,1,0,7,path_traversal
0,3,1,200,24.588,22,0,0,0,0,0,normal
0,2,0,200,79.406,9,0,0,0,0,0,normal
0,3,1,200,48.146,10,0,0,0,0,0,normal
0,1,1,200,103.433,2,0,0,0,0,0,normal
3,3,1,200,296.453,14,0,0,0,0,0,normal
0,2,0,404,90.125,12,0,1,0,0,4,debug_access
0,8,0,200,402.833,6,0,0,1,0,7,path_traversal
0,2,1,400,67.536,22,0,0,1,0,0,normal
1,1,1,200,90.58,12,0,0,0,0,0,normal
0,3,1,200,35.955,7,0,0,0,1,1,bola
0,1,1,404,25.233,4,0,0,1,0,0,normal
1,4,1,201,35.823,11,0,0,0,0,0,normal
3,1,0,404,85.492,8,0,0,1,0,0,normal
0,3,1,403,64.106,22,1,0,1,0,3,admin_access
0,3,1,200,211.817,9,0,0,0,0,0,normal
0,8,0,200,42.494,16,0,0,1,0,7,path_traversal
0,2,1,200,4.897,1,0,0,0,1,1,bola
0,1,1,200,56.954,3,0,0,0,0,0,normal
0,3,1,200,59.799,23,0,0,0,1,1,bola
1,3,0,200,120.641,15,0,0,0,0,0,normal
0,3,1,200,12.191,1,0,0,0,0,0,normal
0,2,1,401,39.029,9,1,0,1,0,3,admin_access
1,1,1,200,20.005,11,0,0,0,0,0,normal
0,1,1,201,67.911,13,0,0,0,0,0,normal
1,3,1,200,299.24,12,0,0,0,0,0,normal
0,2,1,200,142.124,14,0,0,0,1,1,bola
0,4,0,200,96.102,3,0,0,0,0,0,normal
0,3,1,200,35.935,7,0,0,0,1,1,bola
0,2,0,200,4.205,23,0,1,0,0,4,debug_access
0,3,0,403,39.717,20,1,0,1,0,3,admin_access
0,2,1,201,170.982,10,0,0,0,0,0,normal
0,2,1,400,97.994,14,0,0,1,0,5,sql_injection
1,2,0,401,38.179,14,0,0,1,0,6,rate_abuse
0,2,1,400,51.663,14,0,0,1,0,0,normal
1,2,1,200,50.227,2,0,0,0,0,0,normal
0,3,1,422,37.567,3,0,0,1,0,0,normal
0,4,1,200,74.27,2,0,0,0,0,0,normal
0,2,0,401,2.951,23,1,0,1,0,3,admin_access
0,3,0,200,39.902,21,0,0,0,0,0,normal
2,4,0,204,70.096,16,0,0,0,0,0,normal
4,4,1,200,4.513,12,0,0,0,0,0,normal
0,2,0,200,36.775,3,0,1,0,0,4,debug_access
1,2,0,429,10.197,17,0,0,1,0,6,rate_abuse
0,2,1,200,40.621,22,0,0,0,1,1,bola
0,1,1,200,124.351,9,0,0,0,0,0,normal
0,1,0,200,355.872,20,0,0,1,0,5,sql_injection
1,2,0,403,46.115,0,0,0,1,0,2,jwt_bypass
1,2,0,429,34.922,0,0,0,1,0,6,rate_abuse
0,1,1,200,30.036,23,0,0,0,0,0,normal
0,4,1,401,30.503,4,0,0,1,0,0,normal
2,1,1,200,162.971,3,0,0,0,0,0,normal
1,2,0,429,11.492,14,0,0,1,0,6,rate_abuse
0,3,1,200,21.523,14,0,0,0,1,1,bola
1,3,0,200,202.669,8,0,0,0,0,0,normal
4,2,1,200,44.961,4,0,0,0,0,0,normal
0,2,0,200,82.029,15,0,0,0,0,0,normal
0,1,1,204,127.55,19,0,0,0,0,0,normal
0,4,1,200,16.311,13,0,0,0,0,0,normal
0,3,1,403,63.734,19,1,0,1,0,3,admin_access
0,2,1,200,32.954,12,0,0,0,0,0,normal
1,1,0,200,0.566,22,0,0,0,0,0,normal
1,4,1,201,258.222,3,0,0,0,0,0,normal
0,3,0,200,20.095,20,1,0,1,0,3,admin_access
1,2,0,200,17.919,5,0,0,1,0,6,rate_abuse
0,3,1,200,18.598,0,0,0,0,0,0,normal
0,7,1,200,217.866,14,0,0,1,0,7,path_traversal
0,2,1,404,15.872,7,0,0,1,0,0,normal
0,3,0,500,114.114,9,0,0,1,0,5,sql_injection
0,4,1,200,34.887,18,0,0,0,0,0,normal
0,2,1,201,179.32,0,0,0,0,0,0,normal
0,4,1,200,13.755,12,0,0,0,0,0,normal
1,4,1,200,114.425,21,0,0,0,0,0,normal
1,1,0,500,222.042,0,0,0,1,0,5,sql_injection
0,4,1,400,73.385,1,0,0,1,0,0,normal
2,1,0,200,351.137,16,0,0,0,0,0,normal
1,2,0,401,95.855,7,0,0,1,0,2,jwt_bypass
0,4,0,200,266.48,10,0,0,0,0,0,normal
4,3,1,200,94.19,18,0,0,0,0,0,normal
0,3,1,200,13.648,18,0,0,0,0,0,normal
0,2,1,200,104.996,9,0,0,0,0,0,normal
2,3,0,400,150.455,22,0,0,1,0,0,normal
1,2,0,200,30.628,21,0,0,1,0,2,jwt_bypass
0,4,0,400,4.839,18,0,0,1,0,7,path_traversal
0,2,1,200,67.709,14,0,0,0,0,0,normal
4,3,1,200,33.046,9,0,0,0,0,0,normal
0,1,0,200,194.595,5,0,0,0,0,0,normal
1,3,1,404,8.878,6,0,0,1,0,0,normal
0,4,1,200,246.924,2,0,0,0,0,0,normal
3,4,1,200,73.084,23,0,0,0,0,0,normal
0,2,1,200,35.543,12,0,0,0,0,0,normal
1,1,0,200,33.908,1,0,0,0,0,0,normal
2,3,1,200,51.678,14,0,0,0,0,0,normal
2,1,1,200,273.452,11,0,0,0,0,0,normal
0,5,1,400,65.282,21,0,0,1,0,7,path_traversal
1,2,1,200,33.927,1,0,0,0,0,0,normal
0,4,0,204,63.63,16,0,0,0,0,0,normal
0,2,1,200,483.619,16,0,0,0,0,0,normal
4,1,1,200,12.105,21,0,0,0,0,0,normal
1,3,0,422,34.858,18,0,0,1,0,0,normal
0,3,0,200,73.185,10,0,0,0,0,0,normal
0,2,1,200,240.585,1,0,0,0,1,1,bola
1,2,0,200,39.879,0,0,0,1,0,6,rate_abuse
1,2,0,401,88.658,14,0,0,1,0,2,jwt_bypass
0,4,0,404,244.561,23,0,0,1,0,7,path_traversal
0,2,0,404,78.167,18,0,1,0,0,4,debug_access
0,3,1,200,78.206,15,0,0,0,1,1,bola
0,7,0,400,207.491,16,0,0,1,0,7,path_traversal
0,6,1,200,175.52,12,0,0,1,0,7,path_traversal
0,6,0,404,165.439,1,0,0,1,0,7,path_traversal
2,3,1,201,184.274,0,0,0,0,0,0,normal
0,4,1,201,289.801,21,0,0,0,0,0,normal
0,1,0,200,95.223,7,0,0,0,0,0,normal
0,3,1,200,2.216,14,0,0,0,1,1,bola
0,2,0,404,40.114,8,0,1,0,0,4,debug_access
0,4,0,200,329.974,10,0,0,0,0,0,normal
0,4,0,200,2.026,10,0,0,0,0,0,normal
1,2,0,200,649.874,5,0,0,1,0,5,sql_injection
1,2,0,401,56.256,3,0,0,1,0,2,jwt_bypass
2,2,0,200,210.036,7,0,0,0,0,0,normal
1,2,0,429,26.465,15,0,0,1,0,6,rate_abuse
2,1,1,200,153.427,3,0,0,0,0,0,normal
1,2,0,200,98.811,14,0,0,1,0,2,jwt_bypass
0,4,1,422,16.422,4,0,0,1,0,0,normal
3,4,0,200,4.662,19,0,0,0,0,0,normal
0,2,0,200,15.586,19,0,0,0,0,0,normal
0,2,1,200,13.278,10,0,0,0,0,0,normal
0,5,0,404,23.897,21,0,0,1,0,7,path_traversal
0,4,1,401,18.349,18,0,0,1,0,0,normal
0,2,1,404,39.729,23,0,0,1,0,0,normal
1,2,0,200,16.881,21,0,0,0,0,0,normal
1,4,1,200,7.236,1,0,0,0,0,0,normal
0,2,1,200,23.348,16,0,0,0,0,0,normal
0,2,0,200,75.961,12,0,1,0,0,4,debug_access
2,2,0,200,13.009,21,0,0,0,0,0,normal
0,2,1,200,11.824,8,0,0,0,1,1,bola
0,3,1,404,194.343,15,0,0,1,0,0,normal
0,2,1,204,33.142,15,0,0,0,0,0,normal
0,1,0,400,11.895,3,0,0,1,0,5,sql_injection
3,3,1,400,310.067,17,0,0,1,0,0,normal
0,3,0,200,275.14,20,0,0,0,0,0,normal
1,2,0,403,112.207,0,0,0,1,0,2,jwt_bypass
3,3,1,200,5.324,6,0,0,0,0,0,normal
0,3,0,200,81.247,10,0,0,0,0,0,normal
0,4,1,200,219.998,2,0,0,0,0,0,normal
1,4,1,200,76.331,7,0,0,0,0,0,normal
0,2,1,401,24.252,0,1,0,1,0,3,admin_access
0,1,1,200,56.48,8,0,0,0,0,0,normal
1,2,1,200,214.94,3,0,0,0,0,0,normal
0,2,0,200,118.678,0,0,1,0,0,4,debug_access
0,2,1,200,174.177,17,0,0,0,0,0,normal
0,2,1,404,178.675,13,0,0,1,0,0,normal
0,2,0,200,111.064,1,0,0,0,0,0,normal
0,1,1,200,179.293,22,0,0,0,0,0,normal
0,2,0,404,7.596,2,0,1,0,0,4,debug_access
0,4,0,200,1.646,1,0,0,0,0,0,normal
0,4,1,200,6.641,6,0,0,0,0,0,normal
0,2,0,404,46.219,7,0,1,0,0,4,debug_access
0,3,0,403,54.287,16,1,0,1,0,3,admin_access
0,6,1,404,24.913,8,0,0,1,0,7,path_traversal
0,4,1,200,258.88,11,0,0,0,0,0,normal
0,2,1,200,11.213,3,0,0,0,1,1,bola
1,1,1,200,39.511,0,0,0,0,0,0,normal
2,1,1,200,50.285,5,0,0,0,0,0,normal
1,3,1,201,7.779,10,0,0,0,0,0,normal
0,3,1,422,11.897,0,0,0,1,0,0,normal
0,2,1,401,17.633,20,1,0,1,0,3,admin_access
0,1,1,200,22.114,14,0,0,0,0,0,normal
0,1,0,200,31.973,4,0,0,0,0,0,normal
0,3,0,200,1.079,4,0,0,0,0,0,normal
0,3,0,200,45.51,8,0,0,0,0,0,normal
0,2,0,401,4.496,15,1,0,1,0,3,admin_access
1,2,0,400,142.595,3,0,0,1,0,5,sql_injection
2,3,0,200,65.335,20,0,0,0,0,0,normal
0,1,1,400,32.87,12,0,0,1,0,0,normal
0,8,1,404,38.594,21,0,0,1,0,7,path_traversal
0,3,0,403,79.709,19,1,0,1,0,3,admin_access
1,2,0,401,16.645,20,0,0,1,0,2,jwt_bypass
1,1,1,500,9.439,3,0,0,1,0,5,sql_injection
0,3,1,200,166.23,17,0,0,0,0,0,normal
2,2,1,204,20.22,11,0,0,0,0,0,normal
1,2,0,403,15.706,16,0,0,1,0,2,jwt_bypass
4,2,0,201,33.392,23,0,0,0,0,0,normal
3,4,1,401,72.308,12,0,0,1,0,0,normal
2,3,1,200,154.038,9,0,0,0,0,0,normal
0,2,0,200,33.264,17,0,0,0,0,0,normal
3,4,1,200,0.707,12,0,0,0,0,0,normal
1,2,1,200,34.603,20,0,0,0,0,0,normal
0,2,1,401,16.562,8,1,0,1,0,3,admin_access
0,3,1,200,1.378,8,0,0,0,1,1,bola
1,3,1,200,83.565,3,0,0,0,0,0,normal
0,4,0,200,67.135,22,0,0,0,0,0,normal
1,1,1,201,133.212,22,0,0,0,0,0,normal
0,2,0,200,29.369,4,0,0,0,0,0,normal
0,3,1,401,81.005,11,1,0,1,0,3,admin_access
0,2,0,404,29.216,10,0,1,0,0,4,debug_access
1,2,0,200,27.154,7,0,0,1,0,2,jwt_bypass
0,2,0,404,153.642,17,0,1,0,0,4,debug_access
1,3,1,200,78.603,4,0,0,0,0,0,normal
0,4,0,200,110.355,7,0,0,0,0,0,normal
0,1,1,200,23.687,10,0,0,0,0,0,normal
0,1,1,201,204.861,2,0,0,0,0,0,normal
1,1,0,200,145.503,2,0,0,0,0,0,normal
0,3,1,401,12.614,2,0,0,1,0,0,normal
1,3,1,200,231.358,8,0,0,0,0,0,normal
0,1,1,422,94.077,11,0,0,1,0,0,normal
0,3,1,401,42.921,14,1,0,1,0,3,admin_access
0,1,1,200,73.759,6,0,0,0,0,0,normal
0,1,0,200,46.984,16,0,0,0,0,0,normal
3,1,1,201,131.108,3,0,0,0,0,0,normal
1,1,1,200,123.668,4,0,0,0,0,0,normal
1,4,1,200,93.345,11,0,0,0,0,0,normal
0,2,0,200,103.003,12,0,1,0,0,4,debug_access
3,3,1,200,31.395,2,0,0,0,0,0,normal
1,3,1,404,38.891,10,0,0,1,0,0,normal
1,2,1,200,49.846,15,0,0,0,0,0,normal
0,6,1,400,129.394,21,0,0,1,0,7,path_traversal
3,4,1,200,167.657,8,0,0,0,0,0,normal
2,2,1,200,115.221,5,0,0,0,0,0,normal
0,2,0,200,128.954,3,0,1,0,0,4,debug_access
0,1,1,200,65.092,16,0,0,0,0,0,normal
0,3,1,401,8.426,20,0,0,1,0,0,normal
0,4,1,401,49.198,7,0,0,1,0,0,normal
0,3,1,401,19.134,1,1,0,1,0,3,admin_access
1,2,0,401,26.726,12,0,0,1,0,6,rate_abuse
0,2,1,204,39.174,5,0,0,0,0,0,normal
0,7,1,200,93.243,4,0,0,1,0,7,path_traversal
0,2,1,200,79.985,23,0,0,0,0,0,normal
0,2,0,200,69.856,23,0,1,0,0,4,debug_access
0,2,1,200,51.225,6,0,0,0,0,0,normal
1,4,1,204,13.411,8,0,0,0,0,0,normal
2,4,1,200,131.002,19,0,0,0,0,0,normal
0,1,1,200,16.537,12,0,0,0,0,0,normal
0,4,1,401,1.125,5,0,0,1,0,0,normal
0,2,0,200,15.565,6,0,0,0,0,0,normal
0,3,1,200,119.285,3,0,0,0,0,0,normal
0,2,1,204,77.184,22,0,0,0,0,0,normal
1,2,0,401,17.412,23,0,0,1,0,6,rate_abuse
0,5,0,200,73.699,21,0,0,1,0,7,path_traversal
0,3,1,200,31.318,21,0,0,0,1,1,bola
1,2,0,429,14.318,23,0,0,1,0,6,rate_abuse
1,4,1,200,169.873,2,0,0,0,0,0,normal
0,4,1,200,108.15,18,0,0,0,0,0,normal
0,1,0,404,41.452,13,0,0,1,0,0,normal
1,2,0,429,26.509,21,0,0,1,0,6,rate_abuse
0,1,1,200,45.166,16,0,0,0,0,0,normal
0,2,1,200,103.154,21,0,0,0,1,1,bola
0,2,1,200,256.835,3,0,0,0,0,0,normal
4,2,1,204,8.145,17,0,0,0,0,0,normal
1,2,1,401,147.805,11,0,0,1,0,0,normal
1,2,0,429,8.529,14,0,0,1,0,6,rate_abuse
0,3,1,200,33.681,19,0,0,0,0,0,normal
0,2,1,200,19.424,20,0,0,0,0,0,normal
1,4,1,400,23.124,23,0,0,1,0,0,normal
4,2,1,201,102.897,18,0,0,0,0,0,normal
1,1,1,401,3.454,4,0,0,1,0,0,normal
0,6,1,404,65.485,1,0,0,1,0,7,path_traversal
0,2,1,403,57.952,21,1,0,1,0,3,admin_access
0,3,1,200,63.048,19,0,0,0,0,0,normal
0,3,1,401,22.641,17,0,0,1,0,0,normal
0,3,1,400,426.866,21,0,0,1,0,0,normal
1,1,0,400,47.556,14,0,0,1,0,5,sql_injection
0,3,1,200,89.86,17,0,0,0,0,0,normal
0,7,0,400,2.086,5,0,0,1,0,7,path_traversal
2,2,1,200,68.65,19,0,0,0,0,0,normal
1,2,0,401,108.557,14,0,0,1,0,2,jwt_bypass
0,4,1,400,47.443,12,0,0,1,0,0,normal
0,5,0,200,214.825,0,0,0,1,0,7,path_traversal
1,2,0,401,73.443,2,0,0,1,0,2,jwt_bypass
1,4,1,201,35.837,4,0,0,0,0,0,normal
1,2,0,429,10.3,22,0,0,1,0,6,rate_abuse
0,1,0,404,11.517,1,0,0,1,0,0,normal
0,3,1,401,19.149,19,1,0,1,0,3,admin_access
2,4,1,200,59.295,19,0,0,0,0,0,normal
0,2,1,200,46.551,17,0,0,0,1,1,bola
2,2,1,200,43.913,5,0,0,0,0,0,normal
1,2,0,204,76.157,8,0,0,0,0,0,normal
0,2,1,201,17.029,0,0,0,0,0,0,normal
1,3,0,200,47.876,16,0,0,0,0,0,normal
0,3,1,200,156.682,17,0,0,0,1,1,bola
0,3,0,401,183.979,14,0,0,1,0,0,normal
3,2,1,200,61.095,23,0,0,0,0,0,normal
3,1,1,400,33.58,18,0,0,1,0,0,normal
0,2,1,403,16.338,10,1,0,1,0,3,admin_access
1,4,1,200,3.587,10,0,0,0,0,0,normal
1,2,0,200,85.974,1,0,0,1,0,2,jwt_bypass
0,3,1,200,5.009,16,0,0,0,0,0,normal
2,3,1,401,301.847,23,0,0,1,0,0,normal
1,2,0,429,12.885,4,0,0,1,0,6,rate_abuse
0,2,1,200,129.933,13,0,0,0,0,0,normal
0,3,1,200,14.39,18,0,0,0,1,1,bola
0,1,1,500,377.574,9,0,0,1,0,5,sql_injection
2,4,0,201,132.225,5,0,0,0,0,0,normal
0,4,1,404,131.133,5,0,0,1,0,0,normal
1,1,1,200,160.082,9,0,0,0,0,0,normal
0,3,1,204,87.471,2,0,0,0,0,0,normal
0,2,1,400,247.156,21,0,0,1,0,0,normal
0,2,1,200,23.518,4,0,0,0,1,1,bola
0,2,1,200,7.045,20,0,0,0,0,0,normal
0,2,1,200,7.076,9,0,0,0,1,1,bola
3,2,1,200,146.866,21,0,0,0,0,0,normal
1,1,1,200,141.892,23,0,0,1,0,5,sql_injection
0,2,1,400,215.853,0,0,0,1,0,5,sql_injection
0,2,0,200,310.172,0,0,0,0,0,0,normal
0,3,1,200,50.418,10,0,0,0,0,0,normal
1,2,0,403,90.494,12,0,0,1,0,2,jwt_bypass
0,2,1,200,12.37,1,0,0,0,0,0,normal
0,8,0,404,26.594,15,0,0,1,0,7,path_traversal
1,2,1,500,59.39,4,0,0,1,0,5,sql_injection
0,2,1,200,481.284,6,0,0,0,0,0,normal
0,2,1,200,310.371,9,0,0,0,0,0,normal
1,2,0,401,28.432,16,0,0,1,0,6,rate_abuse
1,2,0,429,36.835,1,0,0,1,0,6,rate_abuse
0,3,1,403,64.92,22,0,0,0,1,1,bola
0,2,1,200,43.138,10,0,0,0,0,0,normal
1,2,0,200,48.972,0,0,0,1,0,2,jwt_bypass
0,2,1,200,47.278,8,0,0,0,0,0,normal
0,3,0,200,45.205,5,0,0,0,0,0,normal
0,2,1,200,16.762,4,0,0,0,0,0,normal
0,2,0,200,83.732,22,0,0,0,0,0,normal
0,3,0,500,16.252,8,0,0,1,0,5,sql_injection
1,4,0,200,1.416,2,0,0,0,0,0,normal
1,1,1,200,138.914,17,0,0,0,0,0,normal
1,2,1,400,129.836,1,0,0,1,0,5,sql_injection
1,2,1,200,64.978,7,0,0,0,0,0,normal
0,7,0,200,59.087,21,0,0,1,0,7,path_traversal
0,7,0,404,6.673,9,0,0,1,0,7,path_traversal
1,2,0,401,113.041,19,0,0,1,0,2,jwt_bypass
0,2,0,200,71.822,3,0,0,0,0,0,normal
4,1,0,400,69.985,1,0,0,1,0,0,normal
0,3,0,204,199.76,23,0,0,0,0,0,normal
1,3,1,400,61.838,21,0,0,1,0,5,sql_injection
0,1,0,200,168.682,23,0,0,0,0,0,normal
0,2,1,200,68.945,2,0,0,0,1,1,bola
0,2,0,200,28.865,14,0,1,0,0,4,debug_access
0,1,1,200,66.598,2,0,0,0,0,0,normal
2,1,1,200,87.381,23,0,0,0,0,0,normal
0,4,0,404,33.167,13,0,0,1,0,0,normal
1,3,0,200,111.023,1,0,0,0,0,0,normal
1,2,1,200,187.591,16,0,0,0,0,0,normal
0,4,1,404,23.432,10,0,0,1,0,0,normal
2,1,1,200,132.189,3,0,0,0,0,0,normal
1,2,0,429,24.407,21,0,0,1,0,6,rate_abuse
0,3,1,403,21.772,16,1,0,1,0,3,admin_access
1,2,0,200,67.311,18,0,0,1,0,2,jwt_bypass
0,1,1,200,71.603,23,0,0,0,0,0,normal
0,1,0,201,6.012,22,0,0,0,0,0,normal
1,2,0,401,32.493,11,0,0,1,0,6,rate_abuse
2,2,1,200,7.498,13,0,0,0,0,0,normal
0,3,1,200,13.009,21,0,0,0,0,0,normal
0,1,1,200,9.166,23,0,0,0,0,0,normal
1,2,0,429,32.231,16,0,0,1,0,6,rate_abuse
0,2,0,200,119.909,8,0,0,0,0,0,normal
0,1,1,200,270.839,0,0,0,0,0,0,normal
1,3,1,200,82.236,8,0,0,0,0,0,normal
1,2,0,200,17.658,11,0,0,0,0,0,normal
2,1,1,200,21.539,1,0,0,0,0,0,normal
0,3,1,200,75.705,13,0,0,0,1,1,bola
0,3,0,403,0.796,4,1,0,1,0,3,admin_access
1,2,1,400,48.672,23,0,0,1,0,0,normal
0,3,0,400,61.277,10,0,0,1,0,5,sql_injection
0,3,1,401,669.294,10,1,0,1,0,3,admin_access
1,1,1,200,209.78,23,0,0,0,0,0,normal
1,2,0,200,65.924,23,0,0,1,0,2,jwt_bypass
1,1,1,201,1.146,2,0,0,0,0,0,normal
0,2,1,201,42.487,15,0,0,0,0,0,normal
1,3,1,200,13.841,14,0,0,0,0,0,normal
1,3,0,200,165.921,2,0,0,0,0,0,normal
0,2,0,403,56.47,16,1,0,1,0,3,admin_access
0,8,0,200,44.26,17,0,0,1,0,7,path_traversal
1,2,1,201,120.602,18,0,0,0,0,0,normal
1,3,0,500,91.472,2,0,0,1,0,5,sql_injection
0,3,1,201,72.718,22,0,0,0,0,0,normal
1,2,0,429,33.129,3,0,0,1,0,6,rate_abuse
3,2,1,200,77.217,13,0,0,0,0,0,normal
0,3,0,403,113.807,17,1,0,1,0,3,admin_access
0,3,0,400,213.081,8,0,0,1,0,5,sql_injection
1,2,0,200,89.709,17,0,0,1,0,2,jwt_bypass
0,1,1,200,110.865,20,0,0,0,0,0,normal
0,1,1,200,79.57,16,0,0,0,0,0,normal
0,1,0,200,102.282,8,0,0,0,0,0,normal
0,4,1,200,3.174,12,0,0,0,0,0,normal
1,4,1,200,6.425,4,0,0,0,0,0,normal
1,4,1,200,40.149,22,0,0,0,0,0,normal
1,1,1,200,22.887,17,0,0,0,0,0,normal
2,1,1,401,85.139,14,0,0,1,0,0,normal
1,3,1,400,173.585,9,0,0,1,0,5,sql_injection
0,4,1,201,37.986,10,0,0,0,0,0,normal
1,2,0,401,19.429,8,0,0,1,0,6,rate_abuse
1,2,0,401,14.739,16,0,0,1,0,2,jwt_bypass
0,3,1,200,199.269,17,0,0,0,0,0,normal
1,2,0,401,76.887,21,0,0,1,0,2,jwt_bypass
0,3,1,200,32.517,5,0,0,0,1,1,bola
0,2,0,200,2.382,12,0,0,0,0,0,normal
2,3,1,200,20.945,16,0,0,0,0,0,normal
0,1,1,200,32.72,20,0,0,0,0,0,normal
1,3,1,201,8.133,14,0,0,0,0,0,normal
0,2,1,200,19.803,5,0,0,0,0,0,normal
0,2,0,200,13.987,3,0,0,0,0,0,normal
0,2,1,401,80.045,0,1,0,1,0,3,admin_access
3,4,0,201,97.105,17,0,0,0,0,0,normal
2,4,1,201,49.856,5,0,0,0,0,0,normal
2,2,1,200,28.789,16,0,0,0,0,0,normal
0,2,0,404,19.889,16,0,1,0,0,4,debug_access
0,6,0,404,56.821,12,0,0,1,0,7,path_traversal
0,4,1,404,50.014,15,0,0,1,0,0,normal
0,1,1,200,6.177,23,0,0,0,0,0,normal
0,3,0,400,313.499,9,0,0,1,0,5,sql_injection
1,1,1,200,52.348,17,0,0,0,0,0,normal
3,4,1,200,80.183,5,0,0,0,0,0,normal
0,2,0,404,72.322,20,0,1,0,0,4,debug_access
1,2,0,401,74.477,22,0,0,1,0,2,jwt_bypass
0,3,1,400,54.999,19,0,0,1,0,0,normal
0,2,0,401,118.842,14,1,0,1,0,3,admin_access
0,4,1,404,113.869,1,0,0,1,0,0,normal
0,3,0,200,85.214,3,1,0,1,0,3,admin_access
1,2,0,429,38.804,10,0,0,1,0,6,rate_abuse
1,2,0,429,27.271,6,0,0,1,0,6,rate_abuse
0,2,0,404,43.671,8,0,1,0,0,4,debug_access
1,2,0,403,56.938,14,0,0,1,0,2,jwt_bypass
0,3,1,200,287.713,0,0,0,0,0,0,normal
0,3,1,400,37.956,18,0,0,1,0,0,normal
0,3,1,200,72.466,15,0,0,0,0,0,normal
0,2,0,200,68.366,5,0,1,0,0,4,debug_access
1,3,1,200,33.405,7,0,0,1,0,5,sql_injection
1,3,1,404,19.241,22,0,0,1,0,0,normal
0,2,1,200,70.841,14,0,0,0,0,0,normal
0,2,1,200,61.51,17,0,0,0,0,0,normal
1,2,0,429,34.675,15,0,0,1,0,6,rate_abuse
0,2,0,200,35.798,2,0,0,0,0,0,normal
0,2,1,200,100.093,4,0,0,0,1,1,bola
1,2,1,200,48.768,23,0,0,0,0,0,normal
0,2,1,403,5.946,6,0,0,0,1,1,bola
0,3,1,200,73.136,15,0,0,0,0,0,normal
1,2,0,500,48.434,9,0,0,1,0,5,sql_injection
0,1,1,422,22.972,0,0,0,1,0,0,normal
0,4,0,200,71.176,7,0,0,0,0,0,normal
1,1,0,400,201.902,5,0,0,1,0,5,sql_injection
0,2,0,404,50.205,0,0,1,0,0,4,debug_access
0,2,1,200,173.662,23,0,0,0,1,1,bola
1,2,0,403,90.221,16,0,0,1,0,2,jwt_bypass
4,1,1,401,192.589,3,0,0,1,0,0,normal
3,2,1,201,74.95,8,0,0,0,0,0,normal
1,2,0,200,68.085,18,0,0,0,0,0,normal
1,2,0,429,13.431,21,0,0,1,0,6,rate_abuse
3,1,1,200,23.336,3,0,0,0,0,0,normal
1,2,0,400,9.775,2,0,0,1,0,5,sql_injection
0,2,0,403,3.306,8,1,0,1,0,3,admin_access
2,2,0,200,38.837,3,0,0,0,0,0,normal
0,1,1,200,37.014,9,0,0,0,0,0,normal
1,2,1,401,57.03,22,0,0,1,0,0,normal
0,1,1,200,56.45,23,0,0,0,0,0,normal
0,2,0,200,34.183,16,0,1,0,0,4,debug_access
0,3,0,200,42.514,19,0,0,0,0,0,normal
0,3,0,200,54.303,7,1,0,1,0,3,admin_access
4,3,0,200,21.989,18,0,0,0,0,0,normal
0,3,1,401,2.036,17,0,0,1,0,0,normal
1,2,1,200,103.048,9,0,0,0,0,0,normal
0,3,1,401,21.123,0,0,0,1,0,0,normal
1,2,0,401,54.509,22,0,0,1,0,2,jwt_bypass
0,2,1,200,122.193,4,0,0,0,0,0,normal
0,2,1,404,127.571,10,0,0,1,0,0,normal
1,2,0,429,30.277,3,0,0,1,0,6,rate_abuse
0,2,1,200,2.605,0,0,0,0,0,0,normal
1,2,1,400,291.249,7,0,0,1,0,5,sql_injection
